39,1,0.052144
39,2,0.001138
39,3,0.000743
40,1,0.057750
40,2,0.000968
40,3,0.001250
41,1,0.053717
41,2,0.001257
41,3,0.001317
42,1,0.053725
42,2,0.001097
42,3,0.000820
43,1,0.053626
43,2,0.001253
43,3,0.000902
1,1,
1,2,
1,3,
2,1,
2,2,
2,3,
3,1,
3,2,
3,3,
1,1,2.612210663
1,2,0.185528796
1,3,0.168833564
2,1,2.505013974
2,2,0.203244578
2,3,0.187060377
3,1,3.997052469
3,2,0.391310367
3,3,0.368406021
4,1,3.641951656
4,2,0.572387398
4,3,0.556404273
5,1,4.754699756
5,2,1.909676123
5,3,1.917840228
1,1,1.962126136
1,2,0.187724556
1,3,0.167031456
2,1,2.14971027
2,2,0.208995765
2,3,0.186075677
3,1,1.765621253
3,2,0.390066324
3,3,0.370123624
4,1,0.551883683
4,2,0.554105917
4,3,0.553027339
5,1,1.887568542
5,2,1.916943823
5,3,1.919599527
6,1,3.057260055
6,2,1.994159936
6,3,2.005358751
7,1,1.597833864
7,2,0.206460239
7,3,0.181871583
8,1,0.227328566
8,2,0.1903724
8,3,0.190361028
9,1,1.857977621
9,2,1.778265206
9,3,1.774265156
10,1,2.319187494
10,2,2.327096759
10,3,2.325583776
11,1,1.202523816
11,2,1.126122191
11,3,1.12477465
12,1,1.287146178
12,2,1.274545875
12,3,1.284960418
13,1,2.5794564
13,2,2.591537886
13,3,2.605775232
14,1,3.593614383
14,2,3.595161558
14,3,3.587423572
15,1,2.888227918
15,2,2.884428319
15,3,2.875028587
16,1,3.002803957
16,2,3.004937233
16,3,3.017495435
17,1,6.345348202
17,2,6.331287533
17,3,6.329060196
18,1,4.158493867
18,2,4.100327843
18,3,4.164498278
19,1,11.458256103
19,2,10.973449095
19,3,10.997037626
20,1,0.60517022
20,2,0.58382763
20,3,0.587699137
21,1,14.845091277
21,2,10.430328971
21,3,10.459333517
22,1,11.768781959
22,2,11.791600109
22,3,11.647308114
23,1,21.432239154
23,2,21.438443854
23,3,21.03980298
24,1,62.112048905
24,2,66.44889136
24,3,64.20474237
25,1,4.249796154
25,2,2.569776952
25,3,2.573224624
26,1,2.228507499
26,2,2.215140266
26,3,2.210184257
27,1,2.361307129
27,2,2.368556196
27,3,2.354210131
28,1,13.07596479
28,2,12.179261919
28,3,12.385207601
29,1,31.073968961
29,2,30.521289481
29,3,30.491426956
30,1,
30,2,
30,3,
31,1,3.113485218
31,2,3.105291954
31,3,3.08803165
32,1,6.064207316
32,2,4.266972577
32,3,4.26063781
33,1,19.019061966
33,2,19.977469259
33,3,16.823187112
34,1,18.672039363
34,2,15.104087401
34,3,14.968138283
35,1,15.145221555
35,2,15.016472426
35,3,15.042307897
36,1,2.975415519
36,2,3.002026951
36,3,2.958001151
37,1,11.121863782
37,2,11.109173049
37,3,11.03132926
38,1,13.29787096
